8814.0,1,6301806580692302
23836.0,0,2129334765730796
17189.0,0,1482723233780941
1298.0,0,6948770985885912
30102.0,0,7200895762843262
15008.0,0,7834211550855555
1524.0,0,6065436738033260
24141.0,0,3964310837995811
26997.0,0,6530685175833569
911.0,0,9769856911847751
27138.0,1,9220618448609283
5157.0,0,3117104081827770
15951.0,0,2727652311894089
1326.0,0,5996362009079947
15161.0,0,1399300403879555
1917.0,0,8872931272791793
9582.0,0,9054676101881079
21849.0,0,9626521957096977
26733.0,0,3875292474625067
3496.0,0,6334885090759398
28542.0,1,3224942020088370
769.0,0,4148126438203349
28868.0,0,4414999121622232
29948.0,0,1548917521747008
22010.0,0,3637906246818036
28328.0,0,3871966181265531
29131.0,0,5606072400595399
26879.0,0,3530707885783277
929.0,0,1475065214424407
22817.0,0,2157645702740613
5242.0,1,3473832205139825
20492.0,0,8570371975925825
20510.0,0,6246911808244122
26807.0,0,8536674399843836
780.0,0,6305651294292247
615.0,0,8649100274515681
31135.0,0,3774199559037641
31831.0,0,2896768355053344
2598.0,0,9367151631853099
22176.0,0,2616508199814454
27622.0,1,6151544901223264
27883.0,0,6974134205121045
26903.0,0,2966946539849044
13913.0,0,4989750301363120
16094.0,0,7893799175367012
18.0,0,1616557237322154
15851.0,0,7824101723483108
23187.0,0,8497377398602339
30331.0,0,3373204391063444
12003.0,0,7844444849097238
32639.0,1,3770016714746383
19439.0,0,9552569485860073
1790.0,0,9915623996076349
17045.0,0,5112399646647057
25570.0,0,7375415910803610
16372.0,0,1072735708842739
17538.0,0,3655359934162498
24610.0,0,9301281635918223
1517.0,0,2844396263005876
23198.0,0,8888363037823871
19923.0,1,5609854798787226
30352.0,0,6595238453027389
19394.0,0,8915552269414881
26007.0,0,6605611497923086
17936.0,0,9842870686748319
18129.0,0,7464585485632800
32496.0,0,4440668738619000
16671.0,0,8114163172560254
24145.0,0,5070846743650624
31739.0,0,8969004269482653
7812.0,1,6892036163707310
26691.0,0,7671060317866579
10238.0,0,1348061540790590
9273.0,0,9072844903880040
5388.0,0,6447117707279519
1434.0,0,1054055029709331
10071.0,0,3511706347085316
30192.0,0,9558787352048986
28297.0,0,7702769426507527
30171.0,0,4866553227156372
23402.0,1,6703100445208916
3894.0,0,5416376802544073
17176.0,0,3813305888531427
27027.0,0,8592968237352310
24008.0,0,6497094802508655
19927.0,0,3876632228534819
18419.0,0,2068196926657793
13818.0,0,7465456069687702
31476.0,0,3664076900519084
28956.0,0,2089344188970919
11015.0,1,7719400936875607
22992.0,0,6811478724856616
6596.0,0,2781658301509739
28665.0,0,4931967173155454
27975.0,0,6089297353658332
18910.0,0,5146167766113527
22166.0,0,3363053694759618
12111.0,0,1658801460520392
10136.0,0,9608124008246360
1285.0,0,5715722201923194
28047.0,1,2856503611061908
28035.0,0,2647147539983316
2703.0,0,6919744536502172
25044.0,0,4136471417170158
20373.0,0,7743487681611808
30634.0,0,3293859370111014
14802.0,0,2074887717462722
8962.0,0,4429787358782065
29703.0,0,5442996827852009
21005.0,0,6034340933397108
14874.0,1,5525289248356150
19286.0,0,6861829431179768
3030.0,0,9087937715385381
11034.0,0,6908111674021832
20134.0,0,8802157810288903
26727.0,0,6778212829893807
14382.0,0,1607757245163662
2284.0,0,5120081015370434
19732.0,0,7366038527487246
24955.0,0,5820361821930958
18703.0,1,1994634674568573
30427.0,0,1400382969808456
9770.0,0,2578521938114058
18779.0,0,7649679940559993
14961.0,0,9295760527166577
28824.0,0,9405856059474541
28819.0,0,6312629396224426
16517.0,0,6800684050477439
26606.0,0,6583268896118762
27206.0,0,1199969205610566
15140.0,1,7872093379732196
17313.0,0,7922236505620864
22193.0,0,2630970496682111
12185.0,0,8769633684585120
10644.0,0,4316656597488345
22182.0,0,5220009061611517
13411.0,0,9417396428412167
19070.0,0,2440949962038222
21662.0,0,2939402359746682
19984.0,0,9360945363576480
1111.0,1,3200842890047902
31526.0,0,4937810097076345
4657.0,0,5748928027185410
30662.0,0,6110897633000297
7757.0,0,5962118253691302
2266.0,0,2588074284251809
19934.0,0,9345876401547938
2190.0,0,8936342273607661
5434.0,0,3338010565758790
29543.0,0,8554457377673533
3491.0,1,8530341068397959
29586.0,0,2393363613479909
4598.0,0,7799282311144400
4862.0,0,9585716909436136
28794.0,0,8892750671540486
24303.0,0,9750492324866047
25864.0,0,6796661751885710
5636.0,0,6250714941878860
28570.0,0,7619053518922940
4956.0,0,4515060474537226
11402.0,1,3838312292131142
689.0,0,1126628198909785
8699.0,0,6088502279757774
25560.0,0,5936102604503567
22503.0,0,2941986726784059
31967.0,0,7441848773798743
28479.0,0,9999450939521598
5388.0,0,7264603528046763
18328.0,0,6415356208977787
6764.0,0,8143379293189766
14428.0,1,2317918774167503
28209.0,0,5049622410308277
23257.0,0,6039596467183264
1509.0,0,9780206400897500
25189.0,0,3036322052208535
13698.0,0,2905070347344587
2847.0,0,2319740086458638
25048.0,0,4104452554920280
22515.0,0,3068462377329268
9411.0,0,1018768065145799
2798.0,1,4536479430174400
6411.0,0,2267988086787876
16742.0,0,2339664822179389
2544.0,0,7609629366804744
32642.0,0,9204295067346586
3058.0,0,1246283670002322
32421.0,0,1630082036442576
6325.0,0,3716558809151323
4221.0,0,3231387462309200
25374.0,0,1342880794478370
7525.0,1,4870361796999840
14812.0,0,3773320157774705
27011.0,0,6875629423449276
20634.0,0,6220386278359090
30598.0,0,5674196524205754
16454.0,0,4466621001515941
20622.0,0,1893814710214430
13338.0,0,8923922717182143
22654.0,0,2747697305702141
8965.0,0,5598367725771455
23603.0,1,1533910939824862
2878.0,0,7268029971510905
20215.0,0,3938282371757266
14536.0,0,1582515717623426
1034.0,0,6268292988275035
18382.0,0,1151744855634067
15496.0,0,5309662495674396
30198.0,0,3172679280561413
7340.0,0,3027767851464419
5819.0,0,5957136669434189
22450.0,1,2650716928821461
6186.0,0,5135811653143690
31223.0,0,9092473699695986
2652.0,0,5204209943959346
13889.0,0,9954770927935994
19921.0,0,1440260569139419
26040.0,0,7952775001894021
21079.0,0,3262923495950966
23076.0,0,5007558517085154
18194.0,0,8044353026841258
10643.0,1,9154489585080179
22047.0,0,5513312124176312
10166.0,0,1767649002889728
32241.0,0,8692079669360489
20961.0,0,1619731640457223
32436.0,0,9704097366228902
16902.0,0,8346699437565703
12224.0,0,5236542445339365
21858.0,0,2104758302214311
18152.0,0,2581351335290722
12315.0,1,4096188839611373
455.0,0,4875520271064942
31938.0,0,6105968517065495
7358.0,0,6162124237286181
9819.0,0,8689081817221642
17534.0,0,7722957953743922
30659.0,0,1068132832754434
6912.0,0,2150254708401374
5580.0,0,2919760335917030
6484.0,0,8970288575288410
25342.0,1,6289208581166004
12944.0,0,9017378097172888
17527.0,0,6765349227120402
15554.0,0,6106163531686588
